Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel,Version,Commit,Message,Date
AutoSysimages,7,7,0,0,0,0,0,0,0,"AutoSysimages@0.1.0","81005bf","Initial commit","2022-07-21 12:24:21 +0200"
AutoSysimages,8,7,0,1,0,0,0,0,0,"AutoSysimages@0.1.0","fe4ea10","Enable to compile multiple sysimages (according to the project and time)","2022-07-21 14:37:37 +0200"
AutoSysimages,10,8,0,1,1,0,0,0,0,"AutoSysimages@0.1.0","2b5540b","Change prompt to ""jusim>"" + use blue color","2022-07-21 19:03:50 +0200"
AutoSysimages,12,10,0,2,0,0,0,0,0,"AutoSysimages@0.1.0","8d85b0f","Basic building thread + code cleanup","2022-07-24 16:29:42 +0200"
AutoSysimages,12,12,0,0,0,0,0,0,0,"AutoSysimages@0.1.0","7986fd8","Improve initialization","2022-07-24 17:20:43 +0200"
AutoSysimages,13,10,0,3,0,0,0,0,0,"AutoSysimages@0.1.0","b313ffb","Fix for non-existing precompile file","2022-08-02 13:28:51 +0200"
AutoSysimages,14,9,0,5,0,0,0,0,0,"AutoSysimages@0.1.0","445f2e2","Set compatibility to Julia v1.7 + and dummy test","2022-08-02 15:20:44 +0200"
AutoSysimages,15,10,0,5,0,0,0,0,0,"AutoSysimages@0.1.0","1e687bd","Warn if loaded packages are outdated","2022-08-02 18:57:01 +0200"
AutoSysimages,17,10,0,5,2,0,0,0,0,"AutoSysimages@0.1.0","06536e5","Add PackageCompiler fallback","2022-08-02 23:24:00 +0200"
AutoSysimages,19,11,0,6,2,0,0,0,0,"AutoSysimages@0.1.0","71a5e14","First step towards selecting the packages","2022-08-03 10:26:35 +0200"
AutoSysimages,20,13,0,5,2,0,0,0,0,"AutoSysimages@0.1.0","741e66a","Add status","2022-08-04 14:59:06 +0200"
AutoSysimages,22,15,0,5,2,0,0,0,0,"AutoSysimages@0.1.0","76108fd","Add add,rm methods for setting packages to be included into system image","2022-08-04 15:59:04 +0200"
AutoSysimages,22,17,0,3,2,0,0,0,0,"AutoSysimages@0.1.0","9bd1dc7","Disable compilation in background by default","2022-08-04 16:24:36 +0200"
AutoSysimages,24,14,0,7,2,0,1,0,0,"AutoSysimages@0.1.0","3f4f802","Minor fixes","2022-08-04 18:55:46 +0200"
AutoSysimages,26,15,0,7,3,0,1,0,0,"AutoSysimages@0.1.0","543bf36","Clean the code","2022-08-21 05:24:25 +0200"
AutoSysimages,29,19,0,4,5,0,1,0,0,"AutoSysimages@0.1.0","71b79d5","Fix preferences_path()","2022-08-21 05:46:17 +0200"
AutoSysimages,30,19,0,5,5,0,1,0,0,"AutoSysimages@0.1.0","9f3138a","Improve chained build","2022-08-21 15:43:42 +0200"
AutoSysimages,26,17,0,3,5,0,1,0,0,"AutoSysimages@0.1.0","2b17ba2","More snooping to a separate module `Snooping`","2022-08-21 20:04:02 +0200"
AutoSysimages,27,17,0,3,6,0,1,0,0,"AutoSysimages@0.1.0","79d7ffc","Implement select_packages()","2022-08-28 17:47:57 +0200"
AutoSysimages,29,18,0,3,7,0,1,0,0,"AutoSysimages@0.2.1","a28a424","Merge pull request #8 from petvana/pv/install","2022-09-18 17:53:41 +0200"
AutoSysimages,32,19,0,4,8,0,1,0,0,"AutoSysimages@0.2.1","410e0f2","Merge pull request #9 from petvana/pv/pkgversion","2022-09-18 17:58:20 +0200"
AutoSysimages,33,20,0,4,8,0,1,0,0,"AutoSysimages@0.2.1","007873b","Merge pull request #11 from petvana/pv/install-macos","2022-09-18 18:31:16 +0200"
AutoSysimages,38,23,0,4,10,0,1,0,0,"AutoSysimages@0.2.6","bb00632","Merge pull request #25 from petvana/pv/cleanup","2022-10-05 15:59:07 +0200"
