Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel,Version,Commit,Message,Date
KernelAbstractions,83,16,8,1,41,7,10,0,0,"KernelAbstractions@0.6.0","4821d27","Merge #200","2021-02-12 05:29:02 +0000"
KernelAbstractions,85,17,9,1,44,4,10,0,0,"KernelAbstractions@0.7.0","51a59dc","Merge #244","2021-04-26 21:17:10 +0000"
KernelAbstractions,89,17,7,1,50,4,10,0,0,"KernelAbstractions@0.8.0-dev","f5ceb33","Excise Cassette (#288)","2022-02-28 16:40:20 -0500"
KernelAbstractions,94,17,12,1,50,4,10,0,0,"KernelAbstractions@0.8.0-dev","5c1444f","Add function get_device (#269)","2022-03-02 23:17:30 +0100"
KernelAbstractions,97,19,12,1,50,4,11,0,0,"KernelAbstractions@0.8.4","67122c1","Merge pull request #316 from JuliaGPU/jps/amdgpu-0.4","2022-09-14 11:45:58 +0200"
KernelAbstractions,99,20,12,1,51,4,11,0,0,"KernelAbstractions@0.8.4","60cf764","Merge pull request #329 from JuliaGPU/vc/ndrange","2022-11-16 10:28:35 -0600"
KernelAbstractions,82,9,8,1,47,4,13,0,0,"KernelAbstractions@0.9.0","985e350","Start removing event system (#317)","2023-02-14 21:12:20 -0500"
KernelAbstractions,94,9,9,1,54,4,17,0,0,"KernelAbstractions@0.9.0","b56ecc7","Rename device to backend (#359)","2023-03-09 09:09:39 -0500"
KernelAbstractions,95,10,9,1,54,4,17,0,0,"KernelAbstractions@0.9.0","1311d88","Add optional priority feature (#363)","2023-03-09 09:28:32 -0500"
KernelAbstractions,97,10,9,1,56,4,17,0,0,"KernelAbstractions@0.9.0","6feec1f","Add queries for atomics and float64 support (#369)","2023-03-22 04:48:11 -0700"
KernelAbstractions,98,10,10,1,56,4,17,0,0,"KernelAbstractions@0.9.1","501beee","Add unsafe_free! (#381)","2023-04-11 18:58:21 +0300"
KernelAbstractions,110,10,10,1,64,4,21,0,0,"KernelAbstractions@0.9.3","0cc8770","Add CPU(static=true) (#388)","2023-04-30 18:57:44 -0400"
KernelAbstractions,113,11,10,1,66,4,21,0,0,"KernelAbstractions@0.9.4","711c01d","Add kernel cpu=false and context accessor (#389)","2023-05-02 09:25:34 -0400"
