Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel,Version,Commit,Message,Date
GPUArrays,199,12,32,0,95,2,56,0,2,"GPUArrays@0.0.0","58d462d","Merge pull request #132 from JuliaGPU/sd/1.0","2018-08-11 16:41:45 +0100"
GPUArrays,200,12,33,0,95,2,56,0,2,"GPUArrays@0.0.0","e7fce5b","Merge pull request #135 from JuliaGPU/tb/one","2018-08-14 08:30:07 +0100"
GPUArrays,202,12,33,0,97,2,56,0,2,"GPUArrays@0.0.0","2b00163","Merge pull request #136 from JuliaGPU/tb/one","2018-08-15 12:19:08 +0100"
GPUArrays,202,12,33,0,96,2,56,0,3,"GPUArrays@0.0.0","7e7d2c0","Merge pull request #141 from JuliaGPU/tb/move_tests","2018-08-16 16:47:10 +0200"
GPUArrays,208,12,33,0,98,2,60,0,3,"GPUArrays@0.0.0","e10a9b9","Merge pull request #145 from ssz66666/master","2018-08-27 16:43:44 +0200"
GPUArrays,210,12,31,0,97,2,64,1,3,"GPUArrays@0.0.0","6cec87e","Merge pull request #148 from JuliaGPU/vc/trbc","2018-08-28 18:50:00 +0200"
GPUArrays,211,12,31,0,98,2,64,1,3,"GPUArrays@0.0.0","7470e90","Merge pull request #156 from JuliaGPU/tb/varia","2018-08-31 14:55:35 +0200"
GPUArrays,210,12,31,0,98,2,63,1,3,"GPUArrays@0.0.0","92ad26e","Merge pull request #158 from JuliaGPU/tb/rm_mapidx","2018-09-12 08:35:43 +0200"
GPUArrays,213,12,34,0,98,2,63,1,3,"GPUArrays@0.0.0","0ea250a","Merge pull request #162 from JuliaGPU/vc/chol","2018-09-24 15:22:44 -0400"
GPUArrays,212,11,35,0,97,2,63,1,3,"GPUArrays@0.0.0","e155e6b","Merge pull request #167 from JuliaGPU/tb/curand","2018-10-24 17:40:55 +0200"
GPUArrays,218,11,35,0,97,2,69,1,3,"GPUArrays@0.7.0","68db36b","Add Project compatibility.","2019-04-17 10:44:58 +0100"
GPUArrays,219,11,35,0,97,2,70,1,3,"GPUArrays@0.7.0","d025245","Merge pull request #193 from JuliaGPU/tb/rng_complex","2019-05-31 11:07:23 +0200"
GPUArrays,219,11,35,0,97,2,70,0,4,"GPUArrays@0.7.1","d5aaf62","Merge #194","2019-06-11 15:52:19 +0000"
GPUArrays,227,17,35,0,102,2,67,0,4,"GPUArrays@0.7.1","d960bee","Merge pull request #196 from lcw/broadcast","2019-06-20 06:39:11 -0400"
GPUArrays,227,17,35,0,102,2,67,1,3,"GPUArrays@0.7.2","7ef0911","Merge #197","2019-07-05 20:34:40 +0000"
GPUArrays,229,17,35,0,102,2,69,0,4,"GPUArrays@0.7.2","f7971ac","Bump Adapt dependency.","2019-07-12 12:57:18 +0200"
GPUArrays,229,17,35,0,102,2,69,1,3,"GPUArrays@1.0.0","3a6c08b","Bump version","2019-07-12 15:37:46 +0200"
GPUArrays,230,17,35,0,103,2,69,0,4,"GPUArrays@1.0.0","3b7979a","Merge pull request #198 from JuliaGPU/tb/subarray","2019-07-26 11:37:44 -0400"
GPUArrays,230,17,35,0,103,2,69,1,3,"GPUArrays@1.0.0","5e444a0","Merge pull request #200 from JuliaGPU/tb/warn_scalar","2019-08-20 14:04:43 +0200"
GPUArrays,230,17,35,0,102,3,69,1,3,"GPUArrays@1.0.2","5462b74","Merge pull request #206 from ChrisRackauckas/mapreduce","2019-09-17 08:55:25 +0200"
GPUArrays,242,22,35,1,107,4,69,0,4,"GPUArrays@1.0.2","ab7ac23","Merge pull request #207 from JuliaGPU/tb/axes","2019-09-17 13:21:50 +0200"
GPUArrays,242,22,35,1,107,4,69,1,3,"GPUArrays@1.0.3","bd10409","Bump version","2019-09-18 08:09:34 +0200"
GPUArrays,237,22,32,1,106,4,68,0,4,"GPUArrays@1.0.3","43746d7","Merge pull request #214 from JuliaGPU/tb/adapt_collect","2019-10-31 07:58:42 +0100"
GPUArrays,236,22,32,1,106,4,68,0,3,"GPUArrays@1.0.4","0a77c91","Merge pull request #219 from JuliaGPU/tb/deps","2019-11-06 15:44:55 +0100"
GPUArrays,236,22,32,1,106,4,68,1,2,"GPUArrays@2.0.0","2d47f75","Update Project.toml","2019-11-06 15:45:48 +0100"
GPUArrays,236,22,32,1,106,4,68,0,3,"GPUArrays@2.0.0","040bacd","Merge pull request #222 from JuliaGPU/compathelper/new_version/2019-11-12-13-03-46-936-2433979314","2019-11-12 15:32:46 +0100"
GPUArrays,233,22,32,1,103,4,68,0,3,"GPUArrays@2.0.0","ae26847","Merge pull request #223 from JuliaGPU/tb/setindex_cpu_slice","2019-11-19 12:20:16 +0100"
GPUArrays,233,22,32,1,103,4,68,1,2,"GPUArrays@2.0.1","fc08102","Update Project.toml","2019-12-05 08:59:45 +0100"
GPUArrays,234,22,33,1,103,4,68,0,3,"GPUArrays@2.0.1","22e0906","Merge pull request #224 from JuliaGPU/tb/materialize","2019-12-05 17:48:06 +0100"
GPUArrays,234,22,33,1,103,4,68,1,2,"GPUArrays@2.0.1","41661f0","Use stock image for CuArrays testing.","2019-12-06 12:34:31 +0100"
GPUArrays,235,22,33,1,103,4,69,1,2,"GPUArrays@2.0.1","8d14f4e","Merge pull request #226 from JuliaGPU/tb/sumprod_abs","2020-01-06 11:37:14 +0100"
GPUArrays,236,22,33,1,103,4,70,1,2,"GPUArrays@2.0.1","c7028f5","Merge #227","2020-01-07 07:00:51 +0000"
GPUArrays,231,20,32,1,103,4,68,1,2,"GPUArrays@2.0.1","7157545","Merge pull request #228 from JuliaGPU/tb/rm_vectors","2020-01-07 15:03:34 +0100"
GPUArrays,188,15,26,1,73,2,68,1,2,"GPUArrays@2.0.1","ffdad12","Merge pull request #229 from JuliaGPU/tb/cleanup","2020-01-24 13:46:38 +0100"
GPUArrays,171,20,13,1,66,2,66,1,2,"GPUArrays@2.0.1","11e6179","Merge pull request #230 from JuliaGPU/tb/1d","2020-01-27 12:27:07 +0100"
GPUArrays,171,20,13,1,66,2,66,0,3,"GPUArrays@2.0.1","18d1512","Merge pull request #232 from janEbert/testsuite-doc","2020-01-27 12:28:15 +0100"
GPUArrays,175,29,14,1,58,4,65,2,2,"GPUArrays@2.0.1","e59378e","Merge pull request #233 from JuliaGPU/tb/simplify","2020-01-27 18:19:55 +0100"
GPUArrays,175,29,14,1,58,4,65,1,3,"GPUArrays@2.0.1","454abc6","Fix Coverage badge. [ci skip]","2020-01-28 07:54:07 +0100"
GPUArrays,171,29,12,1,56,4,65,1,3,"GPUArrays@2.0.1","619d393","Merge pull request #234 from JuliaGPU/tb/blas","2020-01-28 08:15:12 +0100"
GPUArrays,165,29,14,1,55,4,58,2,2,"GPUArrays@2.0.1","4aa430c","Merge pull request #235 from JuliaGPU/tb/linalg","2020-01-28 11:21:08 +0100"
GPUArrays,162,29,14,1,52,4,58,1,3,"GPUArrays@2.0.1","7c56448","Merge pull request #236 from JuliaGPU/tb/cleanup","2020-01-28 18:41:30 +0100"
GPUArrays,161,31,13,1,51,4,59,1,1,"GPUArrays@2.0.1","a89fa3c","Merge pull request #237 from JuliaGPU/tb/from_cuarrays_with_love","2020-01-29 13:24:32 +0100"
GPUArrays,161,31,13,1,51,4,59,0,2,"GPUArrays@2.0.1","cf699ef","Don't measure coverage when testing CuArrays.","2020-01-30 15:36:39 +0100"
GPUArrays,160,31,13,1,51,4,58,1,1,"GPUArrays@2.0.1","cc7bb30","Merge pull request #240 from JuliaGPU/tb/painful_changes","2020-02-03 17:07:58 +0100"
GPUArrays,160,31,13,1,51,4,58,2,0,"GPUArrays@2.0.1","0627899","Merge pull request #241 from JuliaTagBot/master","2020-02-08 16:50:13 -0500"
GPUArrays,163,33,12,1,52,4,59,2,0,"GPUArrays@2.0.1","4463977","Merge pull request #242 from JuliaGPU/tb/seed","2020-02-17 18:15:17 +0100"
GPUArrays,164,33,11,1,54,4,59,1,1,"GPUArrays@2.0.1","02b3fb8","Merge pull request #243 from JuliaGPU/tb/gpu_call","2020-02-18 10:23:05 +0100"
GPUArrays,164,33,11,1,54,4,59,2,0,"GPUArrays@2.0.1","91fbbac","Merge pull request #245 from JuliaGPU/tb/map","2020-02-24 14:22:58 +0100"
GPUArrays,164,33,11,1,54,4,59,1,1,"GPUArrays@2.0.1","97b9e97","Merge pull request #247 from JuliaGPU/tb/0d_scalar","2020-02-24 14:46:10 +0100"
GPUArrays,128,27,11,1,52,3,32,1,1,"GPUArrays@2.0.1","d6e37de","Merge pull request #246 from JuliaGPU/tb/mapreduce","2020-02-24 15:00:15 +0100"
GPUArrays,128,27,11,1,52,3,32,2,0,"GPUArrays@2.0.1","eb66d50","Merge pull request #249 from JuliaGPU/tb/rm_workaround","2020-02-25 14:36:18 +0100"
GPUArrays,128,27,11,1,52,3,32,0,2,"GPUArrays@2.0.1","239b248","Merge pull request #250 from JuliaGPU/tb/map_args","2020-02-25 14:46:08 +0100"
GPUArrays,128,27,11,1,52,3,32,1,1,"GPUArrays@2.0.1","d0d0c5f","Add a TODO. [ci skip]","2020-03-10 12:18:26 +0100"
GPUArrays,128,27,11,1,52,3,32,0,2,"GPUArrays@3.0","811da11","Bump version. [ci skip]","2020-03-10 12:19:18 +0100"
GPUArrays,128,27,11,1,52,3,32,1,1,"GPUArrays@3.0.0","ff4cc4a","Update Manifest.","2020-03-10 12:19:39 +0100"
GPUArrays,128,27,11,1,52,3,32,2,0,"GPUArrays@3.0.0","91446b6","Merge pull request #251 from JuliaGPU/tb/test_allowscalar","2020-03-11 15:19:32 +0100"
GPUArrays,128,27,11,1,52,3,32,1,1,"GPUArrays@3.0.0","eb03abc","Merge pull request #252 from JuliaGPU/tb/matmul_fixes","2020-03-18 13:17:26 +0100"
GPUArrays,128,27,11,1,52,3,32,2,0,"GPUArrays@3.0.0","e89f192","Test Julia 1.4.","2020-03-18 13:18:43 +0100"
