Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel,Version,Commit,Message,Date
TensorKit,1395,179,608,2,69,5,502,8,22,"TensorKit@0.6.0","ae8b8d9","docs update, more small cleanup changes","2020-09-03 13:40:12 +0200"
TensorKit,1395,179,608,2,69,5,502,11,19,"TensorKit@0.7.0","0695066","more docs update, bump version","2020-09-03 13:58:31 +0200"
TensorKit,1395,179,608,2,69,5,502,9,21,"TensorKit@0.7.0","8a29479","tensor docs update","2020-09-03 15:12:50 +0200"
TensorKit,1395,179,608,2,69,5,502,7,23,"TensorKit@0.7.0","79afae5","tensor from data docs update","2020-09-03 16:05:32 +0200"
TensorKit,1395,179,608,2,69,5,502,8,22,"TensorKit@0.7.0","df6d8a3","some more docs for constructing tensors from data","2020-09-03 16:43:48 +0200"
TensorKit,1395,179,608,2,69,5,502,2,28,"TensorKit@0.7.0","10944fb","more doc fixes","2020-09-03 16:55:04 +0200"
TensorKit,1395,179,608,2,69,5,502,7,23,"TensorKit@0.7.0","1039fc2","final docs additions before tagging?","2020-09-03 17:20:42 +0200"
TensorKit,1394,179,608,2,67,5,503,10,20,"TensorKit@0.7.0","f4e691e","hail to `DegenerateNonAbelian` (no tensor tests yet)","2020-09-09 02:44:09 +0200"
TensorKit,1394,179,608,2,68,5,502,6,24,"TensorKit@0.7.0","f713c96","add `DegenerateAbelian` support to tensors (including tests)","2020-09-09 11:00:20 +0200"
TensorKit,1394,179,608,2,68,5,502,5,25,"TensorKit@0.7.0","7cdf307","re-enable hexagon test, add fusiontensor for NewSU2Irrep","2020-09-09 17:25:02 +0200"
TensorKit,1394,179,608,2,68,5,502,11,19,"TensorKit@0.7.0","1e4e2f1","fix test errors, some changes to allow vertex labels when unnecessary","2020-09-11 16:51:54 +0200"
TensorKit,1394,179,608,2,68,5,502,9,21,"TensorKit@0.7.0","32fb20e","fix unitarity of F-move test","2020-09-12 13:58:29 +0200"
TensorKit,1394,179,608,2,68,5,502,6,24,"TensorKit@0.7.0","f82e0ea","Fix twist!(; inv = true)","2020-09-22 15:07:43 +0200"
TensorKit,1394,179,608,2,68,5,502,7,23,"TensorKit@0.7.0","615b3ce","Export (co)domainind and allind","2020-09-22 15:12:35 +0200"
TensorKit,1401,187,607,2,68,5,502,10,20,"TensorKit@0.7.0","65001c9","IsingAnyons and a bugfix (#44)","2020-10-05 22:07:24 +0200"
TensorKit,1401,187,607,2,68,5,502,7,23,"TensorKit@0.7.0","31116c3","switch tests to using TestExtras","2020-10-06 00:13:42 +0200"
TensorKit,1401,187,607,2,68,5,502,6,24,"TensorKit@0.7.0","1d95271","bug fix of DegenerateNonAbelian braiding","2020-10-16 00:38:17 +0200"
TensorKit,1401,187,607,2,68,5,502,9,21,"TensorKit@0.7.0","93af298","change fusion tree to array conversion to support different array types","2020-10-21 15:19:51 +0200"
TensorKit,1401,187,607,2,68,5,502,8,22,"TensorKit@0.7.0","118b182","test fixes and improvements","2020-10-22 01:32:27 +0200"
TensorKit,1401,187,607,2,68,5,502,5,25,"TensorKit@0.7.0","56c76ef","get rid of `@pure`","2020-10-22 01:32:55 +0200"
TensorKit,1401,187,607,2,68,5,502,6,24,"TensorKit@0.7.0","2c64598","simplify twist","2020-10-22 01:33:17 +0200"
