"Module","Methods","Stable","Partial","Unstable","Any","Vararg","Generic","TcFail","NoFuel","Version","Commit","Message","Date","DeltaMethods","DeltaUnstable"
"AutoSysimages",12,12,0,0,0,0,0,0,0,"AutoSysimages@0.1.0","7986fd8","Improve initialization","2022-07-24 17:20:43 +0200",0,-2
"AutoSysimages",22,17,0,3,2,0,0,0,0,"AutoSysimages@0.1.0","9bd1dc7","Disable compilation in background by default","2022-08-04 16:24:36 +0200",0,-2
