"Module","Methods","Stable","Partial","Unstable","Any","Vararg","Generic","TcFail","NoFuel","Version","Commit","Message","Date","DeltaMethods","DeltaUnstable"
"RPRMakie",22,0,0,1,17,4,0,0,0,"RPRMakie@0.1.0","67743782","Update Project.toml","2021-12-05 21:33:02 +0100",0,1
"RPRMakie",981,223,167,26,330,146,73,10,6,"RPRMakie@0.3.11","9d13e7b9","Fix stackoverflow in show (#2167)","2022-07-22 12:29:12 +0200",0,-2
