Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel,Version,Commit,Message,Date
TaylorSeries,261,57,35,1,13,2,153,0,0,"TaylorSeries@0.10.0","3f94bd9","Add Project.toml, remove REQUIRE and test/REQUIRE (#216)","2019-06-03 12:59:05 -0500"
TaylorSeries,262,57,35,1,13,2,154,0,0,"TaylorSeries@0.10.0","7e3801f","LU-factorize without pivoting for `inv` of `Taylor1` matrices (#223)","2019-09-06 18:22:37 -0500"
TaylorSeries,256,57,35,1,13,2,148,0,0,"TaylorSeries@0.10.0","53a8652","Mathematically consistent big O notation (#226)","2019-10-05 12:42:53 -0500"
TaylorSeries,256,58,35,1,13,2,147,0,0,"TaylorSeries@0.10.1","530a438","Custom printing for Taylor1 (#229)","2019-10-21 10:47:41 -0500"
TaylorSeries,257,58,35,1,13,2,148,0,0,"TaylorSeries@0.10.1","7ea4936","Solve a type unstability issue and update travis.yml (#235)","2020-02-15 16:09:56 -0600"
TaylorSeries,255,57,35,1,13,2,147,0,0,"TaylorSeries@0.10.2","8bc8a50","Reimplement pow! and div! for Taylor1s (#236)","2020-03-01 12:12:29 -0600"
TaylorSeries,256,57,36,1,13,2,147,0,0,"TaylorSeries@0.10.5","48b427d","Add fallback for pretty_print (#244)","2020-05-22 13:30:55 -0500"
TaylorSeries,254,57,34,1,13,2,147,0,0,"TaylorSeries@0.10.8","34a5aaf","Export sincos (#251)","2020-10-21 20:10:19 -0500"
TaylorSeries,249,57,34,1,13,2,142,0,0,"TaylorSeries@0.10.8","b6d1546","Add `evaluate!` method for higher-dim AbstractArray (#252)","2020-12-02 19:07:54 -0600"
TaylorSeries,255,57,34,1,15,2,146,0,0,"TaylorSeries@0.10.9","216a9ac","Modify signature of evaluate for TaylorN's (#247)","2021-01-12 09:28:57 -0600"
TaylorSeries,261,57,34,1,15,2,152,0,0,"TaylorSeries@0.10.10","ddebe88","Added inverse hyperbolic functions (#261) (#262)","2021-02-20 11:23:59 +1300"
TaylorSeries,265,57,37,1,15,2,153,0,0,"TaylorSeries@0.10.12","cbad9fe","Fix order of `linear_polynomial` and add `nonlinear_polynomial` (#274)","2021-04-13 16:20:49 -0500"
TaylorSeries,265,50,35,1,12,0,167,0,0,"TaylorSeries@0.10.13","dfb3f15","Improve specialization  and other small fixes (#272)","2021-04-21 09:08:55 -0500"
TaylorSeries,269,50,35,1,13,0,170,0,0,"TaylorSeries@0.11.3","7581372","Add numtype to replace eltype (#289)","2021-12-02 13:35:52 -0600"
TaylorSeries,270,50,36,1,13,0,170,0,0,"TaylorSeries@0.11.4","427356d","Fix exporting normalize_taylor (#294)","2021-12-02 17:20:01 -0600"
TaylorSeries,275,52,42,1,18,4,158,0,0,"TaylorSeries@0.12.2","7a0d840","Solve most issues detected by Aqua.jl (#299)","2022-10-11 18:05:07 -0500"
TaylorSeries,276,52,42,1,19,4,158,0,0,"TaylorSeries@0.13.1","1daed03","Overflow error when hashtables are inconsistent (#314)","2023-02-18 11:24:09 -0600"
TaylorSeries,275,52,42,1,18,4,158,0,0,"TaylorSeries@0.13.2","c4b474d","Use next-odd basis to construct hash tables (#316)","2023-02-22 20:40:27 -0600"
TaylorSeries,281,52,42,1,18,4,164,0,0,"TaylorSeries@0.13.2","34af9a9","Add methods for other functions (log1p, sinpi, cospi, exp1m) (#317)","2023-03-08 19:18:20 -0600"
TaylorSeries,282,52,42,1,19,4,164,0,0,"TaylorSeries@0.14.0","5618f51","Make sure coeff_table is not changed by differentiate or integrate (#319)","2023-03-10 19:56:10 -0600"
