Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel,Version,Commit,Message,Date
MakieCore,134,7,5,10,25,47,14,22,4,"MakieCore@0.1.3","ac0429c3","up makie patch version","2021-06-18 14:40:56 +0200"
MakieCore,134,7,5,10,25,47,14,21,5,"MakieCore@0.1.3","beb3fcd1","bump backends","2021-06-18 16:03:24 +0200"
MakieCore,134,7,5,10,25,47,14,23,3,"MakieCore@0.1.3","82445208","Merge pull request #974 from JuliaPlots/sd/easier-prio","2021-06-23 17:10:40 +0200"
MakieCore,134,7,5,10,25,47,14,17,9,"MakieCore@0.1.3","01369cbe","Merge pull request #1063 from schillic/patch-1","2021-06-24 09:58:00 +0200"
MakieCore,134,7,5,10,25,47,14,23,3,"MakieCore@0.1.3","14d8ae88","jk/fix gridlayoutbase (#1072)","2021-06-26 22:50:20 +0200"
MakieCore,134,7,5,10,25,47,14,16,10,"MakieCore@0.1.3","936e5f37","Merge pull request #1062 from JuliaPlots/ffreyer-camera","2021-06-28 10:14:19 +0200"
MakieCore,134,7,5,10,25,47,14,20,6,"MakieCore@0.1.3","61a90391","Merge pull request #1070 from JuliaPlots/sd/surface-trans","2021-06-28 12:12:31 +0200"
MakieCore,134,7,5,10,25,47,14,19,7,"MakieCore@0.1.3","1e1bc59b","Merge pull request #1081 from JuliaPlots/sd/limitfixes","2021-06-28 13:35:11 +0200"
MakieCore,134,7,5,10,25,47,14,24,2,"MakieCore@0.1.3","d5042d27","Merge pull request #1082 from JuliaPlots/sd/videostream","2021-06-28 19:14:22 +0200"
MakieCore,134,7,5,10,25,47,14,20,6,"MakieCore@0.1.3","486b4663","Add stairs plot (#1086)","2021-07-01 16:25:39 +0200"
MakieCore,134,7,5,10,25,47,14,23,3,"MakieCore@0.1.3","4688d98d","Merge pull request #1090 from JuliaPlots/sd/wglmakie-version","2021-07-05 13:59:17 +0200"
MakieCore,134,7,5,10,25,47,14,24,2,"MakieCore@0.1.3","385358c5","jk/remove figureposition (#1075)","2021-07-05 16:56:02 +0200"
MakieCore,134,7,5,10,25,47,14,20,6,"MakieCore@0.1.3","8d3893b6","Merge pull request #1095 from JuliaPlots/sd/better-tests","2021-07-05 18:58:22 +0200"
MakieCore,134,7,5,10,25,47,14,23,3,"MakieCore@0.1.3","028581ab","jk/news (#1098)","2021-07-08 16:04:03 +0200"
MakieCore,134,7,5,10,25,47,14,21,5,"MakieCore@0.1.3","9f3ee112","remove duplication","2021-07-08 16:14:00 +0200"
MakieCore,134,7,5,10,25,47,14,19,7,"MakieCore@0.1.3","5ff75d27","small caps","2021-07-08 16:36:10 +0200"
MakieCore,134,7,5,10,25,47,14,20,6,"MakieCore@0.1.3","ff728ccc","uppercase","2021-07-08 16:42:23 +0200"
MakieCore,134,7,5,10,25,47,14,21,5,"MakieCore@0.1.3","3d0be446","Merge pull request #1100 from JuliaPlots/sd/cm-heatmap","2021-07-09 14:09:57 +0200"
MakieCore,134,7,5,10,25,47,14,15,11,"MakieCore@0.1.3","1e3b3f40","Merge pull request #1103 from theogf/patch-1","2021-07-09 18:12:18 +0200"
MakieCore,134,7,5,10,25,47,14,20,6,"MakieCore@0.1.3","ecd17657","Merge pull request #1066 from JuliaPlots/sd/fix-Colorbar","2021-07-10 13:57:49 +0200"
MakieCore,134,7,5,10,25,47,14,22,4,"MakieCore@0.1.3","5ae59b34","Merge pull request #1068 from JuliaPlots/jk/reduce-axis-limits-updates","2021-07-10 14:04:49 +0200"
MakieCore,134,7,5,10,25,47,14,23,3,"MakieCore@0.1.3","e4bbbe74","Merge pull request #1022 from JuliaPlots/jk/glyphlayout","2021-07-10 18:14:02 +0200"
MakieCore,134,7,5,10,25,47,14,22,4,"MakieCore@0.1.3","d5e6b92b","Merge pull request #1108 from JuliaPlots/compathelper/new_version/2021-07-10-17-08-58-711-1467418885","2021-07-10 19:26:09 +0200"
MakieCore,134,7,5,10,25,47,14,18,8,"MakieCore@0.1.3","d01a0d89","Merge pull request #1107 from JuliaPlots/compathelper/new_version/2021-07-10-17-08-44-074-1075409969","2021-07-10 19:26:16 +0200"
MakieCore,134,7,5,10,25,47,14,20,6,"MakieCore@0.1.3","52f3aa97","Merge pull request #1104 from JuliaPlots/sd/flexi-rectanglezoom","2021-07-10 21:09:52 +0200"
MakieCore,134,7,5,10,25,47,14,21,5,"MakieCore@0.1.3","fd1fe441","prerender with better highlight.js and ansicolor (#1111)","2021-07-12 13:56:09 +0200"
MakieCore,134,7,5,10,25,47,14,20,6,"MakieCore@0.1.3","ab654211","add symlog and pseudolog (#1109)","2021-07-12 13:56:28 +0200"
MakieCore,134,7,5,10,25,47,14,17,9,"MakieCore@0.1.3","f264ad4a","fix path for stepper (#1113)","2021-07-12 15:21:23 +0200"
MakieCore,134,7,5,10,25,47,14,23,3,"MakieCore@0.1.3","5d28655b","Update NEWS.md","2021-07-12 15:43:08 +0200"
MakieCore,134,7,5,10,25,47,14,20,6,"MakieCore@0.1.3","b5c16975","Update NEWS.md","2021-07-12 15:57:17 +0200"
MakieCore,134,7,5,10,25,47,14,22,4,"MakieCore@0.1.3","33e60066","Update NEWS.md","2021-07-14 11:03:29 +0200"
MakieCore,134,7,5,10,25,47,14,18,8,"MakieCore@0.1.3","329a6b57","Merge pull request #1120 from JuliaPlots/sd/rectzoom","2021-07-14 14:41:57 +0200"
MakieCore,134,7,5,10,25,47,14,20,6,"MakieCore@0.1.3","35b67fff","Merge pull request #1121 from t-bltg/wire","2021-07-14 14:52:08 +0200"
MakieCore,134,7,5,10,25,47,14,21,5,"MakieCore@0.1.3","5418e3af","jk/airportlocations (#1122)","2021-07-14 16:26:35 +0200"
MakieCore,134,7,5,10,25,47,14,20,6,"MakieCore@0.1.3","8db13e65","Merge pull request #1123 from t-bltg/vol_sl","2021-07-15 13:21:13 +0200"
MakieCore,134,7,5,10,25,47,14,21,5,"MakieCore@0.1.3","4340b6d9","Merge pull request #1124 from JuliaPlots/sd/wglmakie","2021-07-15 15:54:44 +0200"
MakieCore,134,7,5,10,25,47,14,20,6,"MakieCore@0.1.3","ed312d51","bump minor makie version, patch backend versions, tag news","2021-07-15 16:52:58 +0200"
MakieCore,134,7,5,10,25,47,14,21,5,"MakieCore@0.1.3","6f6135d8","don't dev mathtexengine for docs anymore","2021-07-15 16:56:46 +0200"
MakieCore,134,7,5,10,25,47,14,19,7,"MakieCore@0.1.3","40c356b7","Update NEWS.md","2021-07-15 18:12:35 +0200"
MakieCore,134,7,5,10,25,47,14,15,11,"MakieCore@0.1.3","27fdbd6e","Merge pull request #1159 from ffreyer/ortho","2021-07-27 12:28:31 +0200"
MakieCore,134,7,5,10,25,47,14,22,4,"MakieCore@0.1.3","25daa7f2","Merge pull request #1134 from ffreyer/volumeslices","2021-07-27 12:32:22 +0200"
MakieCore,134,7,5,10,25,47,14,20,6,"MakieCore@0.1.3","e791b96e","Merge pull request #1166 from MichaelHatherly/mh/relocatable","2021-07-27 12:33:11 +0200"
MakieCore,134,7,5,10,25,47,14,21,5,"MakieCore@0.1.3","c8fdec0f","Delete Artifacts.toml","2021-07-27 12:47:58 +0200"
MakieCore,134,7,5,10,25,47,14,23,3,"MakieCore@0.1.3","43a374a3","Update README.md","2021-07-28 21:10:06 +0200"
MakieCore,134,7,5,10,25,47,14,22,4,"MakieCore@0.1.3","4f3edafd","favicon.ico","2021-07-28 22:05:29 +0200"
MakieCore,134,7,5,10,25,47,14,19,7,"MakieCore@0.1.3","3823f2b5","Merge pull request #1160 from Kolaru/latex_mix_text","2021-07-29 11:43:05 +0200"
MakieCore,134,7,5,10,25,47,14,24,2,"MakieCore@0.1.3","e5e92eab","Merge pull request #1182 from JuliaPlots/sd/icons","2021-07-30 16:42:50 +0200"
MakieCore,134,7,5,10,25,47,14,21,5,"MakieCore@0.1.3","6afc518c","Merge pull request #1183 from JuliaPlots/sd/fix-surface","2021-07-31 13:57:23 +0200"
MakieCore,134,7,5,10,25,47,14,24,2,"MakieCore@0.1.3","5cf56feb","Create CONTRIBUTING.md","2021-07-31 16:11:51 +0200"
MakieCore,134,7,5,10,25,47,14,23,3,"MakieCore@0.1.3","6195d2f9","Merge pull request #1190 from JuliaPlots/sd/fix-tests","2021-08-03 13:00:20 +0200"
MakieCore,134,7,5,10,25,47,14,22,4,"MakieCore@0.1.3","03debbb7","Update README.md","2021-08-03 13:43:31 +0200"
MakieCore,134,7,5,10,25,47,14,23,3,"MakieCore@0.1.3","3d236c68","Merge pull request #1197 from storopoli/patch-1","2021-08-05 18:48:46 +0200"
MakieCore,134,7,5,10,25,47,14,21,5,"MakieCore@0.1.3","ae584bee","Merge pull request #1201 from ffreyer/arrows_fix","2021-08-06 11:11:28 +0200"
MakieCore,134,7,5,10,25,47,14,20,6,"MakieCore@0.1.3","49ec316a","jk/franklin docs (#1181)","2021-08-09 14:03:23 +0200"
MakieCore,134,7,5,10,25,47,14,23,3,"MakieCore@0.1.3","b9a08871","fix typo (#1211)","2021-08-09 22:16:47 +0200"
MakieCore,134,7,5,10,25,47,14,15,11,"MakieCore@0.1.3","091c0f97","smarter defaults for tellheight and tellwidth (#1195)","2021-08-16 11:43:27 +0200"
MakieCore,134,7,5,10,25,47,14,20,6,"MakieCore@0.1.3","09243b2f","remove contentbar (#1226)","2021-08-17 18:39:14 +0200"
MakieCore,134,7,5,10,25,47,14,22,4,"MakieCore@0.1.3","d6f71499","jk/lunr search (#1231)","2021-08-18 22:15:04 +0200"
MakieCore,134,7,5,10,25,47,14,23,3,"MakieCore@0.1.3","a3298c08","bump versions","2021-08-22 00:12:52 +0200"
MakieCore,134,7,5,10,25,47,14,19,7,"MakieCore@0.1.3","600bda1a","fix footer spacing (#1251)","2021-08-23 11:36:50 +0200"
MakieCore,134,7,5,10,25,47,14,23,3,"MakieCore@0.1.3","6b71a7f0","Merge pull request #1252 from devmotion/dw/geometrybasics","2021-08-23 21:44:53 +0200"
MakieCore,134,7,5,10,25,47,14,22,4,"MakieCore@0.1.3","c269f922","Merge pull request #1213 from JuliaPlots/pv/func","2021-08-23 22:23:53 +0200"
MakieCore,134,7,5,10,25,47,14,20,6,"MakieCore@0.1.3","483126a1","Merge pull request #1253 from JuliaPlots/sd/mathtex","2021-08-23 23:22:25 +0200"
MakieCore,134,7,5,10,25,47,14,19,7,"MakieCore@0.1.3","043bb124","new full-width banner (#1255)","2021-08-24 12:30:58 +0200"
MakieCore,134,7,5,10,25,47,14,21,5,"MakieCore@0.1.3","8dc957ca","Update barplot.md (#1243)","2021-08-24 06:04:10 -0500"
MakieCore,134,7,5,10,25,47,14,24,2,"MakieCore@0.1.3","f2857b09","Merge pull request #1247 from ffreyer/fixes","2021-08-24 14:07:13 +0200"
MakieCore,134,7,5,10,25,47,14,22,4,"MakieCore@0.1.3","c7cac58f","Merge pull request #1220 from ffreyer/camera","2021-08-24 14:07:49 +0200"
MakieCore,134,7,5,10,25,47,14,21,5,"MakieCore@0.1.3","0bc9356d","Merge pull request #1244 from devmotion/dw/precompile_julia13","2021-08-24 16:07:05 +0200"
MakieCore,134,7,5,10,25,47,14,23,3,"MakieCore@0.1.3","d7b8a5a8","add code copying buttons and code expansion button (#1258)","2021-08-24 22:58:59 +0200"
MakieCore,134,7,5,10,25,47,14,25,1,"MakieCore@0.1.3","87271150","style fixes","2021-08-25 15:16:32 +0200"
MakieCore,134,7,5,10,25,47,14,23,3,"MakieCore@0.1.3","9d6ba262","textbox page","2021-08-25 15:16:36 +0200"
MakieCore,134,7,5,10,25,47,14,21,5,"MakieCore@0.1.3","7aa27f8e","add hspan! / vspan! (#1264)","2021-08-25 23:02:06 +0200"
MakieCore,134,7,5,10,25,47,14,23,3,"MakieCore@0.1.3","faa4cc01","Merge pull request #1265 from ffreyer/fixes","2021-08-26 12:40:35 +0200"
MakieCore,134,7,5,10,25,47,14,19,7,"MakieCore@0.1.3","13fd16b0","move axis plotting functions into plotting functions section (#1266)","2021-08-26 14:18:11 +0200"
MakieCore,134,7,5,10,25,47,14,21,5,"MakieCore@0.1.3","8a68941a","update news","2021-08-26 14:48:01 +0200"
MakieCore,134,7,5,10,25,47,14,22,4,"MakieCore@0.1.3","0b1db455","add lorenz example for front page (#1272)","2021-08-28 15:42:29 +0200"
MakieCore,134,7,5,10,25,47,14,24,2,"MakieCore@0.1.3","424f4bb0","Fixed broken link to Makie docs (#1279)","2021-08-31 14:04:34 -0400"
MakieCore,134,7,5,10,25,47,14,17,9,"MakieCore@0.1.3","71063982","Update README.md","2021-09-01 11:40:37 +0200"
MakieCore,134,7,5,10,25,47,14,21,5,"MakieCore@0.1.3","c284decf","Create CITATION.bib (#1285)","2021-09-02 01:41:45 -0400"
MakieCore,134,7,5,10,25,47,14,18,8,"MakieCore@0.1.3","b6c989d6","ignore label","2021-09-03 18:20:04 +0200"
MakieCore,134,7,5,10,25,47,14,23,3,"MakieCore@0.1.3","e8195fa5","apilinks, blue links, scaled boxes (#1289)","2021-09-03 18:49:40 +0200"
MakieCore,134,7,5,10,25,47,14,18,8,"MakieCore@0.1.3","5d3bd63c","reset theme","2021-09-07 11:08:53 +0200"
MakieCore,134,7,5,10,25,47,14,21,5,"MakieCore@0.1.3","77a655d6","jk/docs tweaks (#1305)","2021-09-09 17:05:13 +0200"
