Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel,Version,Commit,Message,Date
DuckDB,368,139,5,9,174,0,41,0,0,"DuckDB@0.3.2","f44e77c7ec","Merge pull request #3253 from Mytherin/julia","2022-03-19 08:47:40 +0100"
DuckDB,378,139,5,10,182,0,42,0,0,"DuckDB@0.3.2","39cfae40b3","Merge pull request #3287 from Mytherin/juliafixes","2022-03-24 22:47:26 +0100"
DuckDB,380,139,5,10,183,0,43,0,0,"DuckDB@0.3.2","c3ba7e5b04","Merge pull request #3339 from Mytherin/strvalue","2022-03-31 21:05:48 +0200"
DuckDB,383,140,5,10,185,0,43,0,0,"DuckDB@0.3.2","91d3928b65","Merge pull request #3528 from Mytherin/juliaparallelism","2022-04-29 07:40:34 +0200"
DuckDB,385,142,5,10,185,0,43,0,0,"DuckDB@0.3.2","b141a06f7a","Merge pull request #3648 from Mytherin/juliatpch","2022-05-14 13:13:06 +0200"
DuckDB,400,146,5,10,195,0,44,0,0,"DuckDB@0.3.2","2507243a2c","Merge pull request #3767 from Mytherin/paralleljuliadf","2022-06-06 12:27:51 +0200"
DuckDB,401,147,5,10,195,0,44,0,0,"DuckDB@0.3.2","8742b79092","Merge pull request #3888 from Mytherin/juliaerrors","2022-06-18 18:16:32 +0200"
DuckDB,405,147,5,10,199,0,44,0,0,"DuckDB@0.4.1","4aa7d9569d","Merge pull request #4183 from Mytherin/juliathreadingfix","2022-07-22 15:36:36 +0200"
DuckDB,416,150,5,10,207,0,44,0,0,"DuckDB@0.4.1","50951241de","Merge pull request #4332 from Mytherin/paralleljuliapart3","2022-08-10 08:26:49 +0200"
DuckDB,418,151,5,10,208,0,44,0,0,"DuckDB@0.4.1","ebe45abbb5","Merge pull request #4362 from Mytherin/juliastats","2022-08-12 20:04:32 +0200"
DuckDB,420,153,5,10,208,0,44,0,0,"DuckDB@0.5.0","705fc18d56","Merge pull request #4743 from jfb-h/patch-1","2022-09-18 21:16:35 +0200"
DuckDB,421,152,5,11,209,0,44,0,0,"DuckDB@0.5.1","038b09da61","Merge pull request #4865 from Mytherin/juliareplacementfix","2022-10-03 20:09:57 +0200"
DuckDB,421,150,5,11,211,0,44,0,0,"DuckDB@0.5.1","34dee721fa","Merge pull request #5354 from jfb-h/patch-2","2022-11-15 12:35:14 +0100"
DuckDB,430,154,5,11,215,0,45,0,0,"DuckDB@0.6.0","0367c35c9b","Merge pull request #5645 from duckdb/feature","2022-12-10 13:15:50 +0100"
DuckDB,431,154,5,11,216,0,45,0,0,"DuckDB@0.6.0","fcf38faa7d","Merge pull request #6123 from Tishj/julia_multithread_issue","2023-02-08 09:30:12 +0100"
DuckDB,436,157,4,11,219,0,45,0,0,"DuckDB@0.7.0","227bd4bddc","Merge pull request #6770 from Mytherin/juliadfscan","2023-03-21 09:41:27 +0100"
DuckDB,438,157,4,11,220,0,46,0,0,"DuckDB@0.7.0","e624e7075a","Merge pull request #7055 from frankier/fix-julia-big-arrays","2023-04-13 13:46:07 +0200"
DuckDB,439,158,4,11,220,0,46,0,0,"DuckDB@0.7.1","ca2e3673d9","Merge pull request #7361 from Mytherin/juliafixes","2023-05-04 19:12:53 +0200"
