"Module","Methods","Stable","Partial","Unstable","Any","Vararg","Generic","TcFail","NoFuel","Version","Commit","Message","Date","DeltaMethods","DeltaUnstable"
"Convex",3673,1348,1439,136,180,105,422,5,38,"Convex@0.0.0","17fd5c16","Allow indexing into ConicObj with any Integer (#273)","2019-01-24 10:40:33 -0800",0,-1
"Convex",3668,1345,1438,133,182,105,422,5,38,"Convex@0.0.0","88dd3372","Make global variables constant (#286)","2019-05-08 21:32:44 +0100",0,-1
