Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel,Version,Commit,Message,Date
SpecialFunctions,427,270,88,25,15,0,19,0,10,"SpecialFunctions@0.8.0","8c3e478","Use new binary Artifact infrastructure, require Julia 1.3 (#187)","2019-11-26 20:32:24 -0500"
SpecialFunctions,431,273,89,25,15,0,19,0,10,"SpecialFunctions@0.9.0","94cbee9","Add logerfc function (#194)","2019-12-21 00:18:20 +0000"
SpecialFunctions,434,276,89,25,15,0,19,0,10,"SpecialFunctions@0.9.0","5320155","Added faster method for besselh with real input (#200)","2020-01-08 00:51:58 +0100"
SpecialFunctions,438,279,90,25,15,0,19,0,10,"SpecialFunctions@0.9.0","f29c5c0","logerfcx (#203)","2020-01-13 22:46:35 +0100"
SpecialFunctions,438,293,91,10,15,0,19,0,10,"SpecialFunctions@0.10.0","10ad004","fix gamma_inc max precision (#210)","2020-03-09 14:44:38 -0400"
SpecialFunctions,440,293,91,10,15,0,21,0,10,"SpecialFunctions@0.11.0","2820bea","Added spherical bessel functions (#196)","2020-04-05 12:00:21 -0600"
SpecialFunctions,441,293,92,10,15,0,21,0,10,"SpecialFunctions@0.11.1","db57b89","add erf(x,y) (#223)","2020-05-13 22:19:51 +0200"
SpecialFunctions,443,293,94,10,15,0,21,0,10,"SpecialFunctions@0.10.3","1bb0913","add logerf(a, b) (#229)","2020-05-22 04:25:27 +0200"
SpecialFunctions,467,299,98,18,17,0,24,0,11,"SpecialFunctions@0.10.3","6ae552f","Exponential integral function (#236)","2020-10-19 17:02:58 -0400"
SpecialFunctions,469,299,99,18,17,0,25,0,11,"SpecialFunctions@0.10.3","1549f98","missing promotion methods for loggammadiv (#240)","2020-11-02 16:15:56 -0500"
SpecialFunctions,471,303,99,16,17,0,25,0,11,"SpecialFunctions@0.10.3","2d5c48e","expint: Type stability, NaNs (#248)","2020-11-02 18:42:36 -0500"
SpecialFunctions,476,305,99,17,18,0,26,0,11,"SpecialFunctions@0.10.3","a6edb57","add expinti function (#257)","2020-11-04 13:58:47 -0500"
SpecialFunctions,481,309,100,17,18,0,26,0,11,"SpecialFunctions@0.10.3","f99d068","use mpfr_eint for expint/expinti of BigFloat (#258)","2020-11-04 18:48:34 -0500"
SpecialFunctions,482,309,100,18,18,0,26,0,11,"SpecialFunctions@0.10.3","e91a47d","fix expint for negative order (#260)","2020-11-05 14:48:25 -0500"
SpecialFunctions,490,313,101,20,18,0,27,0,11,"SpecialFunctions@1.0","eff906e","Adding jinc function (#266)","2020-11-18 14:28:11 +0100"
SpecialFunctions,491,313,102,20,18,0,27,0,11,"SpecialFunctions@1.0","48f22a7","fix spurious expint domain errors (#273)","2020-11-25 23:21:53 -0500"
SpecialFunctions,493,317,100,20,18,0,27,0,11,"SpecialFunctions@1.1","e868e46","bigfloat erfinv and erfcinv (#278)","2020-12-03 15:26:46 -0500"
SpecialFunctions,502,320,104,23,19,0,27,0,9,"SpecialFunctions@1.1","f39248d","upper incomplete gamma function Γ(a,z) (#271)","2020-12-04 16:47:27 -0500"
SpecialFunctions,518,329,105,24,20,0,31,0,9,"SpecialFunctions@1.1","72064db","Add exponentially scaled exponential integral (expintx) (#270)","2020-12-14 17:42:13 -0500"
SpecialFunctions,519,329,104,23,21,0,31,0,11,"SpecialFunctions@1.1","b3096ae","expint: series around gamma poles (#281)","2020-12-15 08:14:43 -0500"
SpecialFunctions,522,329,104,26,21,0,31,0,11,"SpecialFunctions@1.2.1","d18ff04","WIP: add loggamma(a,z) (#283)","2020-12-29 12:29:39 -0500"
SpecialFunctions,519,326,104,26,21,0,31,0,11,"SpecialFunctions@1.4.0","229d13a","Merge pull request #313 from devmotion/dw/logexpfunctions","2021-05-07 14:48:29 +0200"
SpecialFunctions,520,327,104,26,21,0,31,0,11,"SpecialFunctions@1.4.0","cd39372","Merge pull request #314 from JuliaMath/an/gamma_inc","2021-05-12 08:41:12 +0200"
SpecialFunctions,521,327,107,23,21,0,32,0,11,"SpecialFunctions@1.4.0","fbb44fa","Merge pull request #316 from JuliaMath/an/logbeta","2021-05-19 21:25:02 +0200"
SpecialFunctions,521,326,107,23,21,0,32,0,12,"SpecialFunctions@1.4.1","9f87fc5","Merge pull request #318 from devmotion/patch-1","2021-05-20 20:42:56 +0200"
SpecialFunctions,522,326,108,23,21,0,32,0,12,"SpecialFunctions@1.5.1","66eb6c7","Merge pull request #325 from devmotion/dw/logabsbeta","2021-06-04 22:12:38 +0200"
SpecialFunctions,522,326,110,21,21,0,32,0,12,"SpecialFunctions@1.5.1","42bb273","fix type-instability of logabsbeta (#332)","2021-07-02 20:52:37 -0400"
SpecialFunctions,522,326,87,7,21,0,32,0,49,"SpecialFunctions@1.6.1","a3b30a9","allow LogExpFunctions 0.3 in compat (#340)","2021-08-10 17:04:27 +0200"
SpecialFunctions,521,326,109,21,21,0,32,0,12,"SpecialFunctions@1.7.0","1b7a377","Use IrrationalConstants and LogExpFunctions.log1mexp (#345)","2021-09-23 14:24:41 +0200"
SpecialFunctions,515,320,108,21,21,0,33,0,12,"SpecialFunctions@1.7.0","0c41812","Throw MethodError instead of StackOverflowError for `gamma`, `loggamma`, and `logabsgamma` (#347)","2021-09-28 00:35:01 +0200"
SpecialFunctions,516,321,108,21,21,0,33,0,12,"SpecialFunctions@1.8.0","c0442c2","Use `mpfr_lngamma` for `loggamma(::BigFloat)` (#351)","2021-09-30 04:07:51 +0200"
SpecialFunctions,505,313,105,21,21,0,33,0,12,"SpecialFunctions@1.8.0","a1df96d","Avoid StackOverflowError with erf* functions (#353)","2021-10-01 03:02:51 +0200"
SpecialFunctions,505,312,105,21,20,0,33,0,14,"SpecialFunctions@1.8.0","1b29b0b","Merge pull request #354 from devmotion/dw/beta_inc","2021-10-05 14:56:28 +0200"
SpecialFunctions,509,314,105,21,20,0,35,0,14,"SpecialFunctions@1.8.0","c6d2aab","Merge pull request #356 from JuliaMath/an/oneminusx","2021-10-25 11:43:57 +0200"
SpecialFunctions,507,312,105,21,20,0,35,0,14,"SpecialFunctions@2.1.0","f2ccad8","Add derivatives for `ellipk` and `ellipe` (#370)","2022-01-26 14:00:37 +0100"
SpecialFunctions,506,310,105,21,20,0,36,0,14,"SpecialFunctions@2.1.0","b16f79f","Handle the case when Float64(p) + Float64(q) != 1 in gamma_inc_inv (#374)","2022-02-03 14:16:28 +0100"
SpecialFunctions,506,309,105,21,20,0,37,0,14,"SpecialFunctions@2.1.1","51c5cd6","Merge pull request #377 from devmotion/dw/refactor_gamma_inc_inv","2022-02-06 16:09:49 +0100"
SpecialFunctions,506,309,82,7,20,0,37,0,51,"SpecialFunctions@2.2.0","22b9fa1","Merge pull request #425 from JuliaMath/dw/irrationalconstants","2023-02-22 11:15:30 +0100"
SpecialFunctions,514,315,84,7,20,0,37,0,51,"SpecialFunctions@2.2.0","81faafe","Added faddeeva function (#88)","2023-03-08 01:25:10 +0100"
