"Module","Methods","Stable","Partial","Unstable","Any","Vararg","Generic","TcFail","NoFuel","Version","Commit","Message","Date","DeltaMethods","DeltaUnstable"
"Pathogen",82,11,0,2,0,0,69,0,0,"Pathogen@0.4.1","097b5d1","Clean up plot recipes, add posteriorTN plot recipe","2020-01-23 10:37:38 -0500",0,1
"Pathogen",104,8,7,1,3,0,84,0,1,"Pathogen@0.4.9","ec7ad22","Various code improvements","2020-04-18 16:04:23 -0400",0,-1
