Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel,Version,Commit,Message,Date
JDF,1,1,0,0,0,0,0,0,0,"JDF@0.1.0","b198640","Files generated by PkgTemplates","2019-09-06 19:22:37 +1000"
JDF,22,6,0,0,13,0,3,0,0,"JDF@0.1.0","d644d49","initial","2019-09-07 01:00:11 +1000"
JDF,23,6,0,0,14,0,3,0,0,"JDF@0.1.0","2bf50ba","slow string","2019-09-08 22:08:55 +1000"
JDF,39,6,0,1,19,0,13,0,0,"JDF@0.1.0","44a1148","fixed","2019-09-18 00:03:30 +1000"
JDF,614,154,218,22,73,20,109,6,12,"JDF@0.2.12","5e01c7d","updated and passing tests","2020-03-15 13:14:00 +1100"
JDF,624,154,216,22,74,22,116,6,14,"JDF@0.2.13","91bac29","updated to csv and statsbase","2020-03-28 15:12:36 +1100"
JDF,634,158,221,21,78,23,114,7,12,"JDF@0.2.14","5330e1c","updated to DataFrames.jl 0.21","2020-05-06 20:34:06 +1000"
JDF,634,158,221,21,78,23,114,5,14,"JDF@0.2.15","82fb6a2","Update README.jmd","2020-05-19 18:06:56 +1000"
JDF,634,158,221,21,78,23,114,7,12,"JDF@0.2.16","ade42e1","updated to DataFrames v0.21","2020-06-13 16:45:07 +1000"
JDF,632,158,221,21,78,23,112,7,12,"JDF@0.2.17","5897201","dropped CSV.jl dep","2020-06-28 13:25:23 +1000"
JDF,642,158,221,21,80,31,112,7,12,"JDF@0.2.18","77444d6","minor","2020-08-13 01:45:40 +1000"
JDF,644,158,221,21,82,31,112,8,11,"JDF@0.2.19","2225557","fixes #47","2020-08-15 13:12:02 +1000"
JDF,644,158,221,21,82,31,112,7,12,"JDF@0.2.19","14831e2","minor","2020-08-15 13:17:00 +1000"
JDF,644,152,222,23,82,33,113,7,12,"JDF@0.2.19","7a7f8ea","updated ready for dataframes v0.22","2020-11-10 01:42:40 +1100"
JDF,538,106,181,20,80,30,108,5,8,"JDF@0.3.0","d509b33","Merge pull request #55 from xiaodaigh/remove-dataframes-dep","2020-11-27 17:13:51 +1100"
JDF,561,111,191,21,84,30,111,5,8,"JDF@0.4.0","b08feec","Merge pull request #61 from xiaodaigh/return_a_JDFFileTable-type","2021-04-12 22:22:10 +1000"
JDF,562,112,191,21,84,30,111,5,8,"JDF@0.4.1","f9f32ef","Merge pull request #63 from xiaodaigh/bugfix/datetime-w-missing","2021-04-15 12:07:17 +1000"
JDF,562,114,191,22,81,30,111,5,8,"JDF@0.4.2","097482b","updated to dataframes v1","2021-04-25 11:35:02 +1000"
JDF,560,113,191,21,81,30,111,5,8,"JDF@0.4.3","a32458d","updated to categorical v.10","2021-04-26 13:36:39 +1000"
JDF,561,114,191,21,81,30,111,5,8,"JDF@0.4.5","414a429","fixed #72","2021-11-07 20:51:44 +1100"
JDF,550,114,189,21,76,26,111,5,8,"JDF@0.5.0","b472287","Merge pull request #80 from xiaodaigh/bugfix/github79","2022-01-27 20:18:48 +1100"
