Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel,Version,Commit,Message,Date
Requires,13,3,0,0,9,1,0,0,0,"Requires@0.0.0","b2319cd","Merge pull request #66 from DilumAluthge/da/project-toml","2019-07-12 11:46:59 +0100"
Requires,14,3,0,0,9,2,0,0,0,"Requires@0.0.0","02669cf","Support package notifications (#69)","2019-12-06 16:35:19 -0600"
Requires,14,4,0,0,8,2,0,0,0,"Requires@1.0.2","0fde2d4","Ever-so-slight reduction in build time (#90)","2020-09-15 05:25:24 -0500"
Requires,16,4,0,0,10,2,0,0,0,"Requires@1.0.3","787625d","Include macro for building sysimgs (#85)","2020-09-28 23:19:00 +0100"
Requires,17,4,0,0,11,2,0,0,0,"Requires@1.1.0","a8ba531","Fixes for @-include (#96)","2020-11-14 23:21:38 +1000"
Requires,19,10,0,0,7,2,0,0,0,"Requires@1.1.2","a72c744","Reduce latency (#101)","2021-03-08 08:25:23 -0600"
