Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel,Version,Commit,Message,Date
ArgCheck,23,8,1,0,14,0,0,0,0,"ArgCheck@1.0.1","92c9d90","Switch to Project.toml (#28)","2019-04-20 22:38:14 +0200"
ArgCheck,24,8,1,0,15,0,0,0,0,"ArgCheck@1.1","5fce7b4","add markers to check blocks (#32)","2020-02-12 11:15:52 +0100"
ArgCheck,26,8,1,0,17,0,0,0,0,"ArgCheck@2.0","5e1948c","improve error messages for complicated calls","2020-07-17 00:59:13 +0200"
ArgCheck,27,8,1,0,17,1,0,0,0,"ArgCheck@2.1.0","94af61b","outline errors","2021-07-08 09:58:49 +0200"
ArgCheck,29,11,1,0,16,1,0,0,0,"ArgCheck@2.3.0","197e615","Support subtype checks (#42)","2022-02-06 16:23:57 -0600"
ArgCheck,28,10,1,0,16,1,0,0,0,"ArgCheck@2.3.0","8d93747","improve printing of Symbol's in error messages","2022-06-02 13:53:53 +0200"
