pack,modl,tyname,occurs,depth
Plots,Core,Vector{Bool},1,0
Plots,Core,"Tuple{Integer, Integer, Integer}",1,0
Plots,Core,Type{RGBA{Float64}},34,0
Plots,Core,Type{DataFormat{:EXR}},1,0
Plots,Core,Type{DataFormat{:OGG}},1,0
Plots,Base,"Base.Pairs{Symbol, Tuple{Int64, Int64}, Tuple{Symbol}, NamedTuple{(:lims,), Tuple{Tuple{Int64, Int64}}}}",1,0
Plots,Base,"Base.Pairs{Symbol, Int64, Tuple{Symbol}, NamedTuple{(:ribbon,), Tuple{Int64}}}",1,0
Plots,Base,Val{1},3,0
Plots,Core,"Tuple{Nothing, Array}",1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:layout, :xlims), Tuple{Plots.GridLayout, Tuple{Int64, Float64}}}}",1,0
Plots,Core,"Tuple{Vector{Float64}, Vector{Float64}}",9,0
Plots,Plots,Shape,25,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol, Symbol}, NamedTuple{(:line_z, :linewidth, :legend), Tuple{StepRangeLen{Float64, Base.TwicePrecision{Float64}, Base.TwicePrecision{Float64}}, Int64, Bool}}}",1,0
Plots,Core,Type{DataFormat{:RGB}},1,0
Plots,Core,Type{DataFormat{:JLD}},1,0
Plots,Core,Method,1,0
Plots,Core,Type{LMS{Float32}},3,0
Plots,Core,Type{RecipesPipeline.SliceIt},1,0
Plots,Base,typeof(&),3,0
Plots,Base,"Base.Pairs{Symbol, Bool, Tuple{Symbol}, NamedTuple{(:grid,), Tuple{Bool}}}",1,0
Plots,Core,Type{DataFormat{:TIFF}},1,0
Plots,Core,"Tuple{Nothing, AbstractPlot, Array}",1,0
Plots,Core,Type{AGray{FixedPointNumbers.N0f16}},18,0
Plots,Core,Type{DataFormat{:PGMBinary}},1,0
Plots,Plots,typeof(text),4,0
Plots,Core,Type{DataFormat{sym}},1,0
Plots,Core,Type{DataFormat{:WMF}},1,0
Plots,FileIO,typeof(FileIO.detect_compressor),2,0
Plots,Colors,typeof(colormap),1,0
Plots,Core,"Tuple{Nothing, AbstractPlot}",1,0
Plots,Core,"Tuple{S<:Real, T<:Real}",2,0
Plots,Core,Type{BGR},3,0
Plots,Core,Type{HSV{Float32}},10,0
Plots,Core,Type{Val{_A}},3,0
Plots,Core,"Type{AbstractRGBA{RGB{FixedPointNumbers.N0f16}, FixedPointNumbers.N0f16}}",1,0
Plots,Core,"Tuple{Vector{Dates.DateTime}, UnitRange{Int64}, Vararg{Any}}",1,0
Plots,Core,Type{DataFormat{:RData}},1,0
Plots,Core,Char,5,0
Plots,Core,Tuple{Vector{ComplexF64}},1,0
Plots,Plots,typeof(Plots.makestar),1,0
Plots,Base,"AbstractDict{Symbol, Any}",95,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol, Symbol}, NamedTuple{(:label, :width, :height), Tuple{Symbol, Symbol, Measures.Length{:pct, Float64}}}}",1,0
Plots,Core,Type{DataFormat{:PDF}},1,0
Plots,Core,"Tuple{Vector{Int64}, Vector{String}}",2,0
Plots,Base,"Base.Pairs{Symbol, Nothing, Tuple{Symbol}, NamedTuple{(:ticks,), Tuple{Nothing}}}",1,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{5, Symbol}, NamedTuple{(:nbins, :show_empty_bins, :normed, :aspect_ratio, :seriestype), Tuple{Tuple{Int64, Int64}, Bool, Bool, Int64, Symbol}}}",1,0
Plots,Core,Tuple{Any},3,0
Plots,Core,Type{DataFormat{:PLY_ASCII}},1,0
Plots,Core,Type{T<:AbstractFloat},2,0
Plots,Core,"Type{AbstractGrayA{Gray{Float64}, Float64}}",1,0
Plots,Core,"Vector{StepRangeLen{Float64, Base.TwicePrecision{Float64}, Base.TwicePrecision{Float64}}}",1,0
Plots,Core,Type{DataFormat{:MIDI}},1,0
Plots,Base,"Base.Pairs{Symbol, Tuple{Int64, Float64}, Tuple{Symbol}, NamedTuple{(:lims,), Tuple{Tuple{Int64, Float64}}}}",1,0
Plots,Core,"Tuple{Vector{UInt8}, Vararg{Vector{UInt8}}}",1,0
Plots,Core,"NamedTuple{(:mode,), Tuple{Symbol}}",1,0
Plots,Core,Type{DataFormat{:TSV}},1,0
Plots,Base,"Base.Pairs{Symbol, Bool, Tuple{Symbol}, NamedTuple{(:categorical,), Tuple{Bool}}}",1,0
Plots,Core,Type{HSLA},2,0
Plots,Plots,"Plots.var""#56#57""",4,0
Plots,Core,Type{RGBA{FixedPointNumbers.N0f16}},18,0
Plots,Core,"Tuple{Vector{String}, Vector{String}, Vararg{Any}}",1,0
Plots,Core,"Tuple{AbstractPlot, Nothing, AbstractPlot}",1,0
Plots,Core,"Vector{Tuple{Float64, Float64}}",10,0
Plots,Core,Type{DataFormat{:OFF}},1,0
Plots,Core,"NamedTuple{(:extend_ticks,), Tuple{Bool}}",1,0
Plots,Core,Type{Float64},26,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{8, Symbol}, NamedTuple{(:bg, :bginside, :fg, :fgtext, :fgguide, :fglegend, :palette, :colorgradient), Tuple{RGB{Float64}, RGB{Float64}, RGB{Float64}, RGB{Float64}, RGB{Float64}, RGB{Float64}, ColorPalette, PlotUtils.ContinuousColorGradient}}}",1,0
Plots,Core,"NamedTuple{(:ordering,), Tuple{Vector{Vector}}}",1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:scale, :guide), Tuple{Symbol, String}}}",1,0
Plots,Plots,typeof(Plots._auto_binning_nbins),2,0
Plots,Base,"Base.Pairs{Symbol, Bool, Tuple{Symbol}, NamedTuple{(:marker,), Tuple{Bool}}}",1,0
Plots,Core,Type{Gray},103,0
Plots,GR,typeof(GR.polyline),14,0
Plots,Plots,Plots.Font,22,0
Plots,Core,"Tuple{Vector{Float64}, Vector{Float64}, UnitRange{Int64}}",1,0
Plots,Core,Type{DataFormat{:AVSfld}},1,0
Plots,Core,"Array{UInt16, 3}",1,0
Plots,PlotUtils,typeof(palette),7,0
Plots,Core,Type{DataFormat{:h5mu}},1,0
Plots,Core,Type{DataFormat{:MSH}},1,0
Plots,Core,Type{GrayA},6,0
Plots,PlotThemes,typeof(PlotThemes.expand_palette),6,0
Plots,Core,Tuple,8,0
Plots,Core,Type{DataFormat{:PGMText}},1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol, Symbol}, NamedTuple{(:color, :line, :marker), Tuple{Matrix{Symbol}, Tuple{Symbol, Int64}, Tuple{Matrix{Symbol}, Int64, Float64, Plots.Stroke}}}}",1,0
Plots,Core,Type{DIN99o},3,0
Plots,Core,Tuple{Vector{GeometryBasics.Point2{Float64}}},2,0
Plots,Core,"Type{Tuple{Float64, Float64, Float64}}",1,0
Plots,Core,"NamedTuple{(:w, :d, :c, :s, :b, :wcolor, :dcolor, :logscale), Tuple{Float64, Float64, Float64, Float64, Float64, RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, Bool}}",1,0
Plots,Core,"Type{AbstractRGBA{RGB{FixedPointNumbers.N0f8}, FixedPointNumbers.N0f8}}",1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol, Symbol}, NamedTuple{(:bins, :weights, :seriestype), Tuple{Symbol, Vector{Int64}, Symbol}}}",1,0
Plots,Core,"Type{AbstractARGB{RGB{FixedPointNumbers.N0f16}, FixedPointNumbers.N0f16}}",1,0
Plots,Core,"Tuple{Number, Number}",3,0
Plots,Core,AbstractVector{Int64},5,0
Plots,Plots,typeof(Plots.weave),2,0
Plots,Colors,typeof(distinguishable_colors),9,0
Plots,Core,Type{RGBA},11,0
Plots,Core,Type{DataFormat{:CSV}},1,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{8, Symbol}, NamedTuple{(:bg, :bginside, :fg, :fgtext, :fgguide, :fglegend, :palette, :colorgradient), Tuple{RGB{Float64}, RGB{Float64}, RGB{Float64}, RGB{Float64}, RGB{Float64}, RGB{Float64}, ColorPalette, Symbol}}}",1,0
Plots,ImageCore,typeof(ImageCore.clamp01),28,0
Plots,Core,Type{DataFormat{:DCX}},1,0
Plots,Core,Type{DataFormat{:NRRD}},1,0
Plots,Core,Vector{Plots.Plot},2,0
Plots,Core,Type{Gray{FixedPointNumbers.N0f16}},16,0
Plots,Core,Type{DataFormat{:EPS}},1,0
Plots,Core,Type{DataFormat{:PSD}},1,0
Plots,RecipesBase,typeof(plot!),257,0
Plots,Core,Type{DataFormat{:FITS}},1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol, Symbol}, NamedTuple{(:line, :label, :legendtitle), Tuple{Tuple{Int64, Matrix{Symbol}}, Matrix{String}, String}}}",1,0
Plots,Core,"NamedTuple{(:checkfile,), Tuple{Bool}}",2,0
Plots,Core,Type{DataFormat{:PNG}},1,0
Plots,Core,Type{DataFormat{:vegalite}},1,0
Plots,Plots,typeof(Plots.makeshape),2,0
Plots,Core,"Tuple{FixedPointNumbers.N0f8, FixedPointNumbers.N0f8, FixedPointNumbers.N0f8}",2,0
Plots,ColorSchemes,"ColorSchemes.ColorScheme{Vector{RGB{Float64}}, String, String}",8,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{5, Symbol}, NamedTuple{(:label, :title, :xlabel, :linewidth, :legend), Tuple{Matrix{String}, String, String, Int64, Symbol}}}",1,0
Plots,Core,"NamedTuple{(:lchoices, :cchoices, :hchoices), Tuple{Vector{Float64}, Vector{Float64}, StepRangeLen{Float64, Base.TwicePrecision{Float64}, Base.TwicePrecision{Float64}, Int64}}}",1,0
Plots,Plots,OHLC{Float64},1,0
Plots,Core,Type{Val{:quiver}},1,0
Plots,FileIO,typeof(FileIO.action),7,0
Plots,Core,"Type{AbstractGrayA{Gray{FixedPointNumbers.N0f16}, FixedPointNumbers.N0f16}}",1,0
Plots,PlotUtils,ColorGradient,3,0
Plots,Core,Type{DataFormat{:PBMText}},1,0
Plots,Core,"Tuple{AbstractPlot, Nothing, Array}",1,0
Plots,Core,Type{DataFormat{:STL_ASCII}},1,0
Plots,Core,Type{XYZ{Float32}},73,0
Plots,Core,"Array{T<:Number, 1}",1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:palette, :colorgradient), Tuple{ColorPalette, ColorSchemes.ColorScheme{Vector{RGBA{Float64}}, String, String}}}}",1,0
Plots,Plots,Plots.SeriesAnnotations,1,0
Plots,Core,Type{C<:Colorant},2,0
Plots,Core,Type{Val{:hline}},1,0
Plots,Core,"Tuple{Vararg{Any, N}}",1,0
Plots,Core,"Tuple{AbstractVector, AbstractVector, Surface}",1,0
Plots,Base,"Base.Pairs{Symbol, StepRangeLen{Float64, Base.TwicePrecision{Float64}, Base.TwicePrecision{Float64}}, Tuple{Symbol}, NamedTuple{(:ribbon,), Tuple{StepRangeLen{Float64, Base.TwicePrecision{Float64}, Base.TwicePrecision{Float64}}}}}",1,0
Plots,FileIO,typeof(FileIO.querysym),4,0
Plots,Core,Type{DataFormat{:JLSO}},1,0
Plots,RecipesBase,AbstractBackend,13,0
Plots,FileIO,typeof(load),3,0
Plots,Base,"Dict{Symbol, Union{}}",2,0
Plots,Core,"NTuple{4, Any}",2,0
Plots,Core,Type{Float32},17,0
Plots,Base,typeof(sin),2,0
Plots,Base,"Base.Pairs{Symbol, Int64, Tuple{Symbol}, NamedTuple{(:length,), Tuple{Int64}}}",1,0
Plots,Core,Tuple{AbstractPlot},1,0
Plots,Core,Type{DataFormat{:BMP}},1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:lw, :color), Tuple{Int64, Symbol}}}",4,0
Plots,Core,Type{FixedPointNumbers.N0f16},28,0
Plots,Core,"Type{TransparentColor{RGB{T}, T, 4} where T<:Union{AbstractFloat, FixedPointNumbers.FixedPoint}}",1,0
Plots,Core,Type{YIQ},3,0
Plots,Core,"Tuple{AbstractPlot, Any, Any}",1,0
Plots,Core,"Type{DataFormat{Symbol(""2DM"")}}",1,0
Plots,Core,Tuple{FixedPointNumbers.N0f8},2,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{20, Symbol}, NamedTuple{(:bg, :bginside, :bglegend, :fglegend, :fgguide, :widen, :foreground_color_axis, :tick_direction, :foreground_color_border, :foreground_color_text, :gridlinewidth, :foreground_color_grid, :gridalpha, :minorgrid, :minorgridalpha, :minorgridlinewidth, :foreground_color_minor_grid, :minorticks, :markerstrokealpha, :markerstrokewidth), Tuple{Symbol, RGB{Float64}, RGB{Float64}, Symbol, Symbol, Bool, RGB{Float64}, Symbol, Symbol, RGB{Float64}, Int64, Symbol, Int64, Bool, Int64, Float64, Symbol, Int64, Int64, Int64}}}",1,0
Plots,Core,Type{DataFormat{:SVG}},1,0
Plots,Core,Type{AGray{Float32}},16,0
Plots,Plots,typeof(spy),1,0
Plots,Core,Type{DataFormat{:GZIP}},1,0
Plots,Core,"Type{AbstractAGray{Gray{FixedPointNumbers.N0f8}, FixedPointNumbers.N0f8}}",1,0
Plots,Base,"Base.Pairs{Symbol, Tuple{Float64, Float64}, Tuple{Symbol}, NamedTuple{(:lims,), Tuple{Tuple{Float64, Float64}}}}",1,0
Plots,Base,IOStream,46,0
Plots,Core,"Type{AbstractRGBA{RGB{Float64}, Float64}}",1,0
Plots,Plots,typeof(Plots.gr_polyline),30,0
Plots,Core,"Tuple{Vector{Float64}, Vector{Int64}, Vararg{Any}}",1,0
Plots,Base,"Base.Pairs{Symbol, Vector{Int64}, Tuple{Symbol, Symbol}, NamedTuple{(:lchoices, :cchoices), Tuple{Vector{Int64}, Vector{Int64}}}}",2,0
Plots,Core,Tuple{Plots.PortfolioComposition},1,0
Plots,Plots,typeof(attr!),35,0
Plots,Core,"Vector{Tuple{Any, Union{Base.PkgId, Module}, Vector}}",1,0
Plots,Core,Type{DataFormat{:RDataSingle}},1,0
Plots,Core,Core.TypeofBottom,1,0
Plots,Core,Type{DataFormat{:FLO}},1,0
Plots,Core,Type{DataFormat{:vega}},1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:nbins, :seriestype), Tuple{Int64, Symbol}}}",1,0
Plots,Core,LineNumberNode,13,0
Plots,RecipesBase,typeof(plot),287,0
Plots,Plots,typeof(scatter!),4,0
Plots,Base,"Base.Pairs{Symbol, Int64, Tuple{Symbol}, NamedTuple{(:leadingspaces,), Tuple{Int64}}}",2,0
Plots,GR.jlgr,typeof(GR.jlgr.signif),1,0
Plots,Core,QuoteNode,1,0
Plots,Core,Vector{Vector{UInt8}},3,0
Plots,Core,Type{Luv{Float32}},28,0
Plots,Plots,typeof(Plots.gr_set_font),7,0
Plots,Core,Type{DataFormat{:GIF}},1,0
Plots,Core,Type{C1<:Colorant},1,0
Plots,Plots,typeof(Plots.gr_polyline3d),5,0
Plots,Core,Type{DataFormat{:SAS}},1,0
Plots,PlotUtils,typeof(optimize_ticks),18,0
Plots,Core,Tuple{AbstractVector},3,0
Plots,Core,"Tuple{Integer, Integer}",2,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{11, Symbol}, NamedTuple{(:bg, :bginside, :fg, :fgtext, :fgguide, :fglegend, :legendfontcolor, :legendtitlefontcolor, :titlefontcolor, :palette, :colorgradient), Tuple{RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, ColorPalette, Symbol}}}",1,0
Plots,FileIO,typeof(loadstreaming),5,0
Plots,Core,Type{Gray{T<:FixedPointNumbers.Normed}},1,0
Plots,Core,"Tuple{Vector{Int64}, Vector{Int64}, Vararg{Vector{Int64}}}",1,0
Plots,Core,Type{DataFormat{:AndorSIF}},1,0
Plots,Base,"SubArray{Int64, 1, UnitRange{Int64}, Tuple{Vector{Int64}}, false}",1,0
Plots,Core,"Type{AbstractGrayA{Gray{FixedPointNumbers.N0f8}, FixedPointNumbers.N0f8}}",1,0
Plots,Core,"NamedTuple{(:categorical,), Tuple{Nothing}}",5,0
Plots,Plots,typeof(Plots.is_uniformly_spaced),2,0
Plots,Core,"Tuple{Nothing, Nothing, Array}",1,0
Plots,Core,Type{Val{:barbins}},1,0
Plots,Core,Type{DataFormat{:CRW}},1,0
Plots,Core,Type{Lab},40,0
Plots,Core,Type{xyY},3,0
Plots,Plots,typeof(Plots.makecross),2,0
Plots,Core,"NamedTuple{(:offset,), Tuple{Float64}}",2,0
Plots,Plots,typeof(Plots.plotly_annotation_dict),6,0
Plots,Core,Type{LCHuv{Float32}},17,0
Plots,Core,"NamedTuple{(:w, :d1, :d2, :c, :s, :b, :wcolor, :dcolor1, :dcolor2, :mid, :logscale), Tuple{Float64, Float64, Float64, Float64, Float64, Float64, RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, Float64, Bool}}",1,0
Plots,Core,Type{AGray{Float64}},16,0
Plots,Core,Type{DataFormat{:PDB}},1,0
Plots,Core,Type{Plots.Axis},3,0
Plots,Core,"Tuple{Vector{Int64}, Vector{Float64}}",1,0
Plots,Core,"Tuple{AbstractPlot, AbstractPlot, Any}",1,0
Plots,Core,"Tuple{Nothing, AbstractPlot, Any}",1,0
Plots,Core,Type{DataFormat{:BIB}},1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:quiver, :seriestype), Tuple{Tuple{Vector{Float64}, Vector{Float64}, Vector{Float64}}, Symbol}}}",1,0
Plots,Core,"Tuple{AbstractPlot, Vararg{AbstractPlot}}",1,0
Plots,Core,"Tuple{Vector{Vector}, Matrix{Float64}}",1,0
Plots,Core,Type{DataFormat{:PCX}},1,0
Plots,Core,"Type{TransparentGray{Gray{FixedPointNumbers.N0f8}, FixedPointNumbers.N0f8}}",2,0
Plots,GR,typeof(GR.surface),3,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{11, Symbol}, NamedTuple{(:palette, :colorgradient, :fglegend, :bglegend, :gridcolor, :minorgridcolor, :framestyle, :minorgrid, :linewidth, :markersize, :markerstrokewidth), Tuple{Vector{RGB{FixedPointNumbers.N0f8}}, Vector{RGB{FixedPointNumbers.N0f8}}, RGBA{Float64}, RGBA{Float64}, RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, Symbol, Bool, Float64, Int64, Int64}}}",1,0
Plots,Core,Tuple{Vector{OHLC}},1,0
Plots,Core,Type{DataFormat{:JPEG}},1,0
Plots,Base,Val{4},9,0
Plots,Plots,Plots.Series,117,0
Plots,Base,Cstring,3,0
Plots,Core,"NamedTuple{(:xref, :yref), Tuple{String, String}}",3,0
Plots,Core,"Tuple{AbstractPlot, AbstractPlot, Nothing}",1,0
Plots,Core,Type{ARGB{Float32}},11,0
Plots,Core,Type{Plots.Subplot},6,0
Plots,Colors,DE_2000,10,0
Plots,Core,"Tuple{Vector{Union{Missing, Int64}}}",1,0
Plots,Plots,typeof(yaxis!),1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol, Symbol}, NamedTuple{(:xaxis, :background_color, :leg), Tuple{Tuple{String, Tuple{Int64, Int64}, StepRange{Int64, Int64}, Symbol}, RGB{Float64}, Bool}}}",1,0
Plots,Core,Vector{Measures.Measure},1,0
Plots,Core,Vector{Plots.PlotText},1,0
Plots,Core,"NamedTuple{(:normed, :weights), Tuple{Bool, Vector{Int64}}}",1,0
Plots,Core,"Type{AbstractARGB{RGB{Float32}, Float32}}",1,0
Plots,Core,"Tuple{Vector{Int64}, Vararg{Any}}",2,0
Plots,Core,"Tuple{MIN<:Number, MAX<:Number}",1,0
Plots,Core,Type{LCHab{Float32}},13,0
Plots,Core,Type{RGB{FixedPointNumbers.N0f8}},104,0
Plots,Plots,typeof(vline!),2,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:yflip, :aspect_ratio), Tuple{Bool, Symbol}}}",1,0
Plots,Plots,typeof(theme),3,0
Plots,Core,"Tuple{Vector{Float64}, Vararg{Any}}",1,0
Plots,Core,Type{ARGB},6,0
Plots,Core,Type{DataFormat{:WPG}},1,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{8, Symbol}, NamedTuple{(:bg, :bginside, :fg, :fgtext, :fgguide, :fglegend, :palette, :colorgradient), Tuple{RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, RGB{FixedPointNumbers.N0f8}, ColorPalette, Symbol}}}",1,0
Plots,Core,Type{DataFormat{:HDF5}},1,0
Plots,Core,"Tuple{Vector{Vector{Float64}}, Vector{Vector{Float64}}}",1,0
Plots,Base,typeof(range),4,0
Plots,Core,Type{DataFormat{:BSON}},1,0
Plots,Core,Type{DataFormat{:FCS}},1,0
Plots,Core,"AbstractArray{F<:AbstractFloat, 1}",1,0
Plots,Core,Type{DataFormat{:DOT}},1,0
Plots,Base,"Base.Pairs{Symbol, Symbol, Tuple{Symbol}, NamedTuple{(:legend,), Tuple{Symbol}}}",3,0
Plots,Core,Type{RGB{Float32}},68,0
Plots,PlotUtils,typeof(zscale),2,0
Plots,Core,"NamedTuple{(:k_min, :k_max), Tuple{Int64, Int64}}",6,0
Plots,Core,"Tuple{Function, Function, Vararg{Any}}",1,0
Plots,Core,Type{Val{:bar}},1,0
Plots,Core,Type{DataFormat{:MetaImage}},1,0
Plots,Plots,typeof(Plots._fmt_paragraph),10,0
Plots,Base,"Base.CodeUnits{UInt8, String}",1,0
Plots,Core,"Type{TransparentColor{HSL{T}, T, 4} where T<:AbstractFloat}",1,0
Plots,GR.jlgr,typeof(GR.jlgr.plot_args),6,0
Plots,Core,"Tuple{Nothing, Vararg{Any}}",1,0
Plots,Core,Type{UInt8},1,0
Plots,Core,Type{DataFormat{:Imagine}},1,0
Plots,Core,Type{DataFormat{:WAV}},1,0
Plots,Core,"NamedTuple{(:w, :h, :dy, :leftw, :textw, :rightw, :xoffset, :yoffset, :width_factor), NTuple{9, Float64}}",2,0
Plots,Core,"Tuple{FixedPointNumbers.N0f16, FixedPointNumbers.N0f8}",3,0
Plots,Core,Type{LCHab{Float64}},24,0
Plots,Core,"Tuple{Real, Real, Real}",5,0
Plots,Base,"Base.Pairs{Symbol, Symbol, Tuple{Symbol}, NamedTuple{(:formatter,), Tuple{Symbol}}}",1,0
Plots,Core,"Tuple{Colon, Integer}",1,0
Plots,RecipesPipeline,RecipesPipeline.DefaultsDict,67,0
Plots,Core,Type{DataFormat{:MATROSKA}},1,0
Plots,Plots,typeof(xgrid!),1,0
Plots,Core,Type{Gray{FixedPointNumbers.N0f8}},16,0
Plots,Base,"Base.Pairs{Symbol, Int64, Tuple{Symbol}, NamedTuple{(:w,), Tuple{Int64}}}",5,0
Plots,Core,"Tuple{AbstractPlot, AbstractPlot, AbstractPlot}",1,0
Plots,Base.Multimedia,AbstractDisplay,1,0
Plots,Core,Type{Gray{Float32}},20,0
Plots,Base,"Base.Pairs{Symbol, Tuple{LinRange{Float64}, LinRange{Float64}}, Tuple{Symbol}, NamedTuple{(:ribbon,), Tuple{Tuple{LinRange{Float64}, LinRange{Float64}}}}}",1,0
Plots,Core,"Tuple{Nothing, Any}",1,0
Plots,Core,Type{AbstractFloat},1,0
Plots,Base,"Base.Pairs{Symbol, Vector{String}, Tuple{Symbol}, NamedTuple{(:formats,), Tuple{Vector{String}}}}",1,0
Plots,Core,"NamedTuple{(:extend_ticks, :scale), Tuple{Bool, Symbol}}",1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:line, :seriestype), Tuple{Tuple{Int64, Symbol, Float64, Matrix{Symbol}}, Symbol}}}",3,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:palette, :colorgradient), Tuple{ColorPalette, Symbol}}}",1,0
Plots,Core,"Tuple{Nothing, AbstractPlot, Nothing}",1,0
Plots,Core,Type{DataFormat{:Parquet}},1,0
Plots,Core,"Tuple{AbstractPlot, AbstractPlot}",1,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{5, Symbol}, NamedTuple{(:layout, :t, :leg, :ticks, :border), Tuple{Plots.GridLayout, Matrix{Symbol}, Bool, Nothing, Symbol}}}",1,0
Plots,Core,Vector{FileIO.OS},1,0
Plots,Plots,Plots.PGFPlotsXBackend,1,0
Plots,Core,"Type{TransparentGray{Gray{Float64}, Float64}}",2,0
Plots,Core,"Tuple{Int64, Expr}",1,0
Plots,Plots,Plots.GRColorbar,3,0
Plots,Core,"Type{TransparentColor{RGB{Float64}, Float64, 4}}",2,0
Plots,Base,SubString{String},7,0
Plots,Core,"Tuple{AbstractPlot, Nothing, Any}",1,0
Plots,Plots,typeof(bbox),3,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{5, Symbol}, NamedTuple{(:lab, :w, :palette, :fill, :α), Tuple{String, Int64, PlotUtils.ContinuousColorGradient, Int64, Float64}}}",1,0
Plots,Core,"Tuple{Any, Vararg{Any}}",1,0
Plots,Core,Matrix{RGBA{Float64}},1,0
Plots,Core,Type{Gray{Float64}},19,0
Plots,Core,"Tuple{Vector{UInt8}, Vector{UInt8}}",3,0
Plots,Core,Type{Val{:spy}},1,0
Plots,Base,"Base.Pairs{Symbol, String, Tuple{Symbol}, NamedTuple{(:guide,), Tuple{String}}}",1,0
Plots,Base,Set{Int64},1,0
Plots,Core,Type{GrayA{FixedPointNumbers.N0f8}},18,0
Plots,Core,Type{RGBA{FixedPointNumbers.N0f8}},21,0
Plots,Base,"Base.Pairs{Symbol, Union{}, Tuple{}, NamedTuple{(), Tuple{}}}",191,0
Plots,Plots,"Plots.var""#68#69""",1,0
Plots,Core,"AbstractVector{Dict{Symbol, Any}}",1,0
Plots,Core,"NamedTuple{(:fmt,), Tuple{Symbol}}",3,0
Plots,Core,"Type{AbstractAGray{Gray{FixedPointNumbers.N0f16}, FixedPointNumbers.N0f16}}",1,0
Plots,Core,"Type{TransparentColor{RGB{Float32}, Float32, 4}}",2,0
Plots,Core,Type{Val{:lens}},4,0
Plots,Core,Type{Colorant},2,0
Plots,Core,Tuple{Matrix{Float64}},1,0
Plots,Base,"Base.Pairs{Symbol, Bool, Tuple{Symbol}, NamedTuple{(:flip,), Tuple{Bool}}}",1,0
Plots,Base,"Base.Pairs{Symbol, Any, Tuple{Symbol, Symbol}, NamedTuple{(:reg, :fill), Tuple{Bool, Tuple{Int64, Symbol}}}}",1,0
Plots,Plots,Plots.RootLayout,7,0
Plots,Core,"Tuple{Base.OneTo{Int64}, Vector{Float64}}",1,0
Plots,Base,"Base.Pairs{Symbol, Any, NTuple{5, Symbol}, NamedTuple{(:zcolor, :m, :leg, :cbar, :w), Tuple{StepRange{Int64, Int64}, Tuple{Int64, Float64, Symbol, Plots.Stroke}, Bool, Bool, Int64}}}",1,0
